,Unnamed: 0,mcg,gvh,alm,mit,erl,pox,vac,nuc,class_protein_localization,distance_from_0,distance_from_1,distance_from_2,closest,Probability_0,Probability_1,Probability_2,Probability0,Probability1,Probability2,cluster_label,Max_prob,Min_prob
321,321,0.35,0.36,0.57,0.17,0.5,0.0,0.52,0.22,CYT,0.47898940496182,0.3893608935434989,0.16233165626909588,2,0.3633519381879186,0.3974226812851586,0.4987124314525817,0.34222835757101544,0.3155432848579691,0.34222835757101544,0,0.34222835757101544,0.3155432848579691
322,322,0.74,0.72,0.47,0.25,0.5,0.0,0.57,0.22,ME1,0.10680939717998716,0.4264246520223291,0.4183853931142411,0,0.5090624764267899,0.36979747748960495,0.37278235718909003,0.35227509720289435,0.2954498055942114,0.35227509720289435,0,0.35227509720289435,0.2954498055942114
323,323,0.54,0.57,0.52,0.19,0.5,0.0,0.59,0.67,NUC,0.4702309554203569,0.5262541914782659,0.423065650006136,2,0.4139081305039125,0.3913572423494818,0.4338979410690481,0.3420881097945512,0.3158237804108978,0.3420881097945512,0,0.3420881097945512,0.3158237804108978
324,324,0.42,0.52,0.4,0.17,0.5,0.0,0.5,0.26,ME3,0.323627810385201,0.361201078551106,0.13390616957930113,2,0.4001832120093247,0.385425995382644,0.4837867028901644,0.34818526975678527,0.30362946048642936,0.34818526975678515,0,0.34818526975678527,0.30362946048642936
325,325,0.91,0.77,0.34,0.47,0.5,0.0,0.52,0.31,ME1,0.3461590032703618,0.5333651432266899,0.6517186194539552,0,0.4769862854982768,0.3955517394251928,0.35140103556414026,0.3384103620046216,0.32317927599075674,0.3384103620046216,0,0.3384103620046216,0.32317927599075674
326,326,0.81,0.9,0.39,0.41,0.5,0.0,0.53,0.22,ME2,0.31683153240909,0.5400783744226678,0.6335884132511814,0,0.4855519561492922,0.3884014445905937,0.3537284105752308,0.3418151018403822,0.31636979631923556,0.34181510184038216,0,0.3418151018403822,0.31636979631923556
327,327,0.45,0.4,0.56,0.14,0.5,0.0,0.54,0.22,CYT,0.39186770997426257,0.3795657264758101,0.12278352039695728,2,0.37983312391799146,0.38453468470832897,0.4971124202778671,0.34758592489302687,0.3048281502139462,0.34758592489302687,0,0.34758592489302687,0.3048281502139462
328,328,0.47,0.47,0.58,0.16,0.5,0.0,0.49,0.28,CYT,0.33539083835018524,0.3429633598583173,0.09027302314743693,2,0.3849322039753692,0.38202830537542376,0.4918555325837095,0.3482588826925273,0.3034822346149456,0.34825888269252725,0,0.3482588826925273,0.3034822346149456
329,329,0.41,0.39,0.51,0.52,0.5,0.0,0.49,0.22,CYT,0.4729831306151418,0.1475125236604614,0.3370550435455153,1,0.35743330679333896,0.4949315139108891,0.4094754201246685,0.30388503318543275,0.3922299336291344,0.30388503318543275,1,0.3922299336291344,0.30388503318543275
330,330,0.37,0.34,0.32,0.22,0.5,0.0,0.56,0.22,ME3,0.4776512462868457,0.4097951945782472,0.2472016661463487,2,0.3790122641827284,0.4056231861019095,0.4772393485740275,0.33927756284982247,0.321444874300355,0.33927756284982247,0,0.33927756284982247,0.321444874300355
331,331,0.69,0.6,0.5,0.31,0.5,0.0,0.55,0.22,CYT,0.1041009819801902,0.2983594744753837,0.32241090523404153,0,0.4818573640171516,0.3967830479053037,0.3873536971373153,0.34329190591574443,0.3134161881685112,0.3432919059157444,0,0.34329190591574443,0.3134161881685112
332,332,0.35,0.56,0.36,0.3,0.5,0.0,0.53,0.25,ME3,0.3712400924335385,0.3095099598153728,0.23279109668406725,2,0.3977876235241264,0.4231168517826728,0.4568555461622118,0.33443023546149725,0.33113952907700556,0.33443023546149725,0,0.33443023546149725,0.33113952907700556
333,333,0.84,0.66,0.36,0.78,0.5,0.0,0.49,0.5,ME1,0.6012265095777988,0.5554340676085758,0.7807722813435217,1,0.4065057991247098,0.425553483958836,0.3396964494548915,0.3184120324135575,0.3631759351728851,0.3184120324135575,1,0.3631759351728851,0.3184120324135575
334,334,0.51,0.58,0.54,0.29,0.5,0.0,0.53,0.22,CYT,0.2226583492183425,0.2322176622823808,0.1905348813561634,2,0.4239918808925285,0.4199581204729997,0.4378330941078042,0.3361820646737742,0.3276358706524516,0.3361820646737742,0,0.3361820646737742,0.3276358706524516
335,335,0.37,0.43,0.62,0.27,0.5,0.0,0.48,0.22,NUC,0.43152567908470296,0.2871064971663119,0.16876226523136634,2,0.3676329162901634,0.4247514235987012,0.4781135918422434,0.33284056865013584,0.33431886269972844,0.33284056865013584,1,0.33431886269972844,0.33284056865013584
336,336,0.55,0.66,0.57,0.32,0.5,0.0,0.57,0.34,CYT,0.22143838794283074,0.274561224875811,0.2863996840204329,0,0.44461657134696064,0.4216136765719584,0.41665184843639663,0.33567715311883756,0.32864569376232483,0.33567715311883756,0,0.33567715311883756,0.32864569376232483
337,337,0.48,0.35,0.42,0.21,0.5,0.0,0.57,0.22,CYT,0.3852574669219311,0.35207333172392946,0.17081204112515933,2,0.38839379095703297,0.401498535287768,0.4812876786705957,0.3420764432514458,0.3158471134971083,0.3420764432514458,0,0.3420764432514458,0.3158471134971083
338,338,0.62,0.58,0.52,0.15,0.5,0.0,0.52,0.29,CYT,0.17253159547034094,0.3793099300941787,0.22687595266373725,0,0.4620426842850515,0.3757330592364214,0.4376033558535972,0.3526975001313222,0.29460499973735566,0.3526975001313222,0,0.3526975001313222,0.29460499973735566
339,339,0.56,0.59,0.53,0.16,0.5,0.0,0.24,0.42,NUC,0.3731961556790532,0.4606678267444587,0.3472251920147066,2,0.42902679462929466,0.39309358144787054,0.4403149820011218,0.34431140219082257,0.3113771956183548,0.34431140219082257,0,0.34431140219082257,0.3113771956183548
340,340,0.44,0.51,0.37,0.15,0.5,0.0,0.51,0.22,ME3,0.32573840363077394,0.3894097387542822,0.17003520863837013,2,0.4095298302087885,0.3842673026062464,0.4785271461621432,0.34899002991786066,0.3020199401642787,0.34899002991786066,0,0.34899002991786066,0.3020199401642787
341,341,0.44,0.44,0.49,0.15,0.5,0.0,0.46,0.27,NUC,0.3576100664896327,0.359172719838094,0.06788949783500049,2,0.3740375136994604,0.3734534791668323,0.499734353905909,0.35028628542014334,0.2994274291597133,0.35028628542014334,0,0.35028628542014334,0.2994274291597133
342,342,0.5,0.5,0.48,0.17,0.5,0.0,0.47,0.26,CYT,0.2698528786080958,0.33091427645565313,0.0947530516656843,2,0.40344208111139657,0.3795443818897013,0.4806468318549274,0.34982020360070304,0.30035959279859387,0.34982020360070304,0,0.34982020360070304,0.30035959279859387
343,343,0.6,0.6,0.49,0.3,0.5,0.0,0.53,0.22,NUC,0.1285403862122569,0.25534586987873753,0.2521644148844258,0,0.4610731324655973,0.4061616306801269,0.4074558733242576,0.3406822726003088,0.31863545479938243,0.3406822726003088,0,0.3406822726003088,0.31863545479938243
344,344,0.49,0.46,0.34,0.21,0.5,0.0,0.55,0.22,ME3,0.3136135405326184,0.3535416656386637,0.19377951231027624,2,0.4136079562259937,0.3974187196931366,0.466264275299998,0.34442905537152096,0.311141889256958,0.34442905537152096,0,0.34442905537152096,0.311141889256958
345,345,0.35,0.68,0.57,0.4,0.5,0.0,0.53,0.36,NUC,0.4040217689576965,0.2805462869946459,0.3338031838671285,1,0.3975025828161374,0.4497432721754626,0.4264179705644406,0.3234450633081617,0.35310987338367655,0.3234450633081617,1,0.35310987338367655,0.3234450633081617
346,346,0.7,0.69,0.43,0.33,0.5,0.0,0.58,0.22,ME1,0.11221017796207716,0.35575870806231624,0.39798802684076384,0,0.497070994786636,0.3896248419527294,0.37351382315338827,0.3454126903034979,0.3091746193930042,0.3454126903034979,0,0.3454126903034979,0.3091746193930042
347,347,0.23,0.3,0.58,0.22,0.5,0.0,0.48,0.27,NUC,0.6010749737248102,0.4352893375466211,0.27212731249259503,2,0.3489462550443785,0.41186826353367945,0.4848626110241742,0.3346809724020554,0.330638055195889,0.33468097240205547,2,0.33468097240205547,0.330638055195889
348,348,0.45,0.42,0.52,0.2,0.5,0.0,0.5,0.25,CYT,0.35200311437746085,0.3104543532002602,0.05234641538228888,2,0.3661352873011869,0.3816682072268905,0.494061301469364,0.3463326247523017,0.3073347504953969,0.3463326247523017,0,0.3463326247523017,0.3073347504953969
349,349,0.51,0.35,0.46,0.15,0.5,0.0,0.51,0.42,CYT,0.4104191318205189,0.4133629933176428,0.1939878582430976,2,0.3910340786834653,0.3898846212670116,0.4855226732782432,0.34607079746888597,0.307858405062228,0.34607079746888597,0,0.34607079746888597,0.307858405062228
350,350,0.42,0.39,0.47,0.13,0.5,0.0,0.5,0.27,CYT,0.40497593459355696,0.3940726810754732,0.10256225394054258,2,0.3728380039934147,0.376925393702598,0.5044948846569979,0.3497417162773367,0.30051656744532657,0.3497417162773367,0,0.3497417162773367,0.30051656744532657
351,351,0.32,0.38,0.52,0.2,0.5,0.0,0.52,0.28,CYT,0.4746433708772653,0.3668209259236744,0.14283050358029828,2,0.35895598730787903,0.39982311143946536,0.5002023168306163,0.3412116706043995,0.3175766587912011,0.3412116706043995,0,0.3412116706043995,0.3175766587912011
352,352,0.59,0.65,0.52,0.3,0.5,0.0,0.46,0.31,CYT,0.15039910625256056,0.27233547566070954,0.2727855791215769,0,0.4612923886611297,0.4083381871999726,0.4081544341257592,0.34021639633878187,0.3195672073224362,0.34021639633878187,0,0.34021639633878187,0.3195672073224362
353,353,0.41,0.52,0.41,0.11,0.5,0.0,0.54,0.35,CYT,0.3660807242139649,0.4271142836564297,0.16775661440042575,2,0.4007949027441005,0.3770645045985335,0.4887122848618334,0.3511475872549098,0.29770482549018046,0.3511475872549098,0,0.3511475872549098,0.29770482549018046
354,354,0.37,0.33,0.5,0.12,0.5,0.0,0.51,0.54,CYT,0.5622941273765154,0.5130932181573163,0.3002670777176749,2,0.3702790797609117,0.3889527613643716,0.4812005083891748,0.34321887383998845,0.31356225232002316,0.34321887383998845,0,0.34321887383998845,0.31356225232002316
355,355,0.45,0.56,0.49,0.17,0.5,0.0,0.52,0.22,CYT,0.2819417032620063,0.34330621946442025,0.13287325521930554,2,0.41014461454099743,0.385732953488112,0.4760763611471889,0.348369919444367,0.30326016111126597,0.348369919444367,0,0.348369919444367,0.30326016111126597
356,356,0.56,0.54,0.59,0.14,0.5,0.0,0.52,0.27,NUC,0.2558400628066512,0.3710947549962109,0.1815594663999863,2,0.4301785955072684,0.3833489874409755,0.4633492351123927,0.34988803069382257,0.3002239386123548,0.34988803069382257,0,0.34988803069382257,0.3002239386123548
357,357,0.31,0.31,0.54,0.18,0.5,0.0,0.52,0.29,NUC,0.5321274444989339,0.41459493996492697,0.1977612639882196,2,0.3563126277387328,0.4007512929570593,0.4977882042067059,0.3403193153184492,0.31936136936310133,0.3403193153184492,0,0.3403193153184492,0.31936136936310133
358,358,0.27,0.51,0.47,0.35,0.5,0.0,0.49,0.28,NUC,0.4584249696574181,0.2793738508848796,0.2392402103742985,2,0.3695976083487205,0.4420690040271881,0.4601716757966034,0.3262086429783494,0.3475827140433013,0.3262086429783494,1,0.3475827140433013,0.3262086429783494
359,359,0.54,0.56,0.57,0.18,0.5,0.0,0.45,0.25,NUC,0.2385774637933391,0.3309705625340857,0.17245919793246006,2,0.4289932980486788,0.3911332120731947,0.4583163024277481,0.34702748991440974,0.30594502017118047,0.34702748991440974,0,0.34702748991440974,0.30594502017118047
360,360,0.17,0.38,0.45,0.09,0.5,0.0,0.54,0.27,NUC,0.6172342426823476,0.5438453711984071,0.30820116704818595,2,0.3576828528990668,0.3849200227144983,0.4872024687722532,0.34350367947590404,0.31299264104819174,0.34350367947590404,0,0.34350367947590404,0.31299264104819174
361,361,0.43,0.51,0.54,0.15,0.5,0.0,0.45,0.26,NUC,0.33847162635367306,0.3560457443751555,0.10025217898484078,2,0.3878170953458847,0.3810610912299207,0.4921350999037181,0.3489067897556572,0.30218642048868566,0.3489067897556572,0,0.3489067897556572,0.30218642048868566
362,362,0.6,0.4,0.59,0.18,0.5,0.0,0.48,0.22,CYT,0.3200835091119256,0.3536237386803193,0.20094870488575986,2,0.4129238062753888,0.3993039306750654,0.4651676562733014,0.343703863035178,0.3125922739296439,0.343703863035178,0,0.343703863035178,0.3125922739296439
363,363,0.91,0.69,0.57,0.45,0.5,0.0,0.56,0.22,ME2,0.3185960652698085,0.4669147206946725,0.5942286624130966,0,0.4733457242573441,0.4080980173556063,0.3593128446046516,0.33554469027656864,0.3289106194468628,0.33554469027656864,0,0.33554469027656864,0.3289106194468628
364,364,0.38,0.47,0.53,0.12,0.5,0.0,0.48,0.22,CYT,0.4012429669898641,0.39826873320958106,0.12406197856157665,2,0.3791195070095673,0.3802487755759728,0.5002122286832685,0.34905737577944174,0.30188524844111647,0.34905737577944174,0,0.34905737577944174,0.30188524844111647
365,365,0.59,0.43,0.52,0.19,0.5,0.0,0.55,0.27,CYT,0.2719551749626505,0.3322713625369608,0.16117901357772846,2,0.41750306753222416,0.3930652796568184,0.4664113886919729,0.34609572547929496,0.30780854904141003,0.34609572547929496,0,0.34609572547929496,0.30780854904141003
366,366,0.64,0.53,0.45,0.13,0.5,0.0,0.53,0.22,CYT,0.1945244307928113,0.40678262192407305,0.2430904674774429,0,0.4618164190632974,0.3734967337843515,0.43992374896747627,0.35355790235809126,0.2928841952838175,0.35355790235809126,0,0.35355790235809126,0.2928841952838175
367,367,0.49,0.31,0.34,0.13,0.5,0.0,0.52,0.22,ME3,0.4394696687960451,0.4552873941845359,0.2449411706634452,2,0.3942963694079752,0.38810856522407466,0.4789668226743257,0.34615615381587833,0.30768769236824345,0.34615615381587833,0,0.34615615381587833,0.30768769236824345
368,368,0.52,0.51,0.51,0.12,0.5,0.0,0.51,0.4,CYT,0.3107382295855347,0.4024410120329315,0.16917597365928475,2,0.4150751525506185,0.3787047250557697,0.4781965546872082,0.3511353215983339,0.2977293568033322,0.3511353215983339,0,0.3511353215983339,0.2977293568033322
369,369,0.49,0.43,0.48,0.15,0.5,0.0,0.55,0.25,CYT,0.3282363009232228,0.3617120828935468,0.09921580421130573,2,0.3910464321381576,0.3781725312014055,0.4916891962406395,0.3500396209160422,0.29992075816791564,0.3500396209160422,0,0.3500396209160422,0.29992075816791564
370,370,0.49,0.47,0.52,0.16,0.5,0.0,0.53,0.28,CYT,0.3038373766269407,0.34075168281691665,0.07319086559375676,2,0.3890197021325374,0.3749211301692623,0.4899368481756967,0.3504953329951266,0.2990093340097468,0.3504953329951266,0,0.3504953329951266,0.2990093340097468
371,371,0.48,0.39,0.49,0.18,0.5,0.0,0.51,0.22,CYT,0.3550526114746846,0.33982397913264,0.10329170353297172,2,0.3821992104306695,0.3880641256620824,0.4916184334775354,0.34623594102867844,0.30752811794264306,0.34623594102867844,0,0.34623594102867844,0.30752811794264306
372,372,0.44,0.34,0.55,0.18,0.5,0.0,0.52,0.22,CYT,0.4267446391602121,0.3619169327419009,0.14039439009475227,2,0.3717026239944727,0.396597472497109,0.4949438816736035,0.34302419827357805,0.3139516034528437,0.3430241982735781,2,0.3430241982735781,0.3139516034528437
373,373,0.43,0.54,0.58,0.16,0.5,0.0,0.5,0.36,NUC,0.3478486140332554,0.3635461827465933,0.14127192429867516,2,0.3948948111786953,0.388744322898388,0.48550817133794705,0.34684822587585185,0.30630354824829625,0.34684822587585185,0,0.34684822587585185,0.30630354824829625
374,374,0.49,0.42,0.54,0.17,0.5,0.0,0.5,0.36,CYT,0.3537945393771301,0.3490928629886601,0.1037664128770413,2,0.3835884771738174,0.3853962324698813,0.4925512077864899,0.3472511851842663,0.3054976296314675,0.3472511851842663,0,0.3472511851842663,0.3054976296314675
375,375,0.34,0.66,0.51,0.16,0.5,0.0,0.47,0.33,NUC,0.3816672518851588,0.4136811592270349,0.23963779571930285,2,0.4069473862336632,0.3941257408476932,0.4690518708223035,0.34484765613691665,0.3103046877261666,0.34484765613691665,0,0.34484765613691665,0.3103046877261666
376,376,0.2,0.34,0.33,0.1,0.5,0.0,0.48,0.31,ME3,0.6237156892563972,0.5590762194428255,0.3347856765620699,2,0.36016117302397416,0.3842107014962507,0.4808145509488878,0.34320316748973934,0.3135936650205212,0.34320316748973934,0,0.34320316748973934,0.3135936650205212
377,377,0.74,0.53,0.5,0.08,0.5,0.0,0.55,0.31,CYT,0.2417488239915441,0.489580396099069,0.3357678371729328,0,0.4706241233693965,0.3673180756174223,0.4283928818088335,0.3549680565642103,0.29006388687157925,0.3549680565642103,0,0.3549680565642103,0.29006388687157925
378,378,0.69,0.48,0.38,0.15,0.5,0.0,0.55,0.22,ME2,0.22797206193869934,0.4299041657108033,0.2974111311434529,0,0.4631223183921056,0.3784405911913973,0.4320546723414016,0.3514308389887982,0.2971383220224036,0.3514308389887982,0,0.3514308389887982,0.2971383220224036
379,379,0.3,0.5,0.47,0.11,0.5,0.0,0.46,0.22,CYT,0.4538201933298008,0.4420113825273475,0.19252276176829747,2,0.3805806042648072,0.38510144898049903,0.4942272463067789,0.3471709633711697,0.30565807325766053,0.3471709633711697,0,0.3471709633711697,0.30565807325766053
380,380,0.44,0.51,0.48,0.38,0.5,0.0,0.52,0.22,CYT,0.3194173217096158,0.15075347857792495,0.20586236848779604,1,0.38611459285450417,0.4570523982019312,0.4325462042530073,0.3208639685305338,0.3582720629389324,0.3208639685305338,1,0.3582720629389324,0.3208639685305338
381,381,0.31,0.45,0.5,0.17,0.5,0.0,0.49,0.22,CYT,0.44921243189585497,0.3836766708752737,0.14970949431805394,2,0.36907681506922135,0.3940747272226571,0.4979540137398705,0.3437582304915577,0.31248353901688475,0.3437582304915577,0,0.3437582304915577,0.31248353901688475
382,382,0.55,0.41,0.56,0.21,0.5,0.0,0.52,0.22,CYT,0.3116406442708791,0.3094719467304731,0.14746241287837775,2,0.4008649044621772,0.4017352025600893,0.4723889558944155,0.34245543187599015,0.31508913624801965,0.34245543187599015,0,0.34245543187599015,0.31508913624801965
383,383,0.4,0.34,0.52,0.17,0.5,0.0,0.47,0.51,NUC,0.5169397841882916,0.4488691056961296,0.2567168498821353,2,0.3723734690640905,0.3986038148051178,0.4830500319262011,0.34107052143744976,0.31785895712510037,0.34107052143744976,0,0.34107052143744976,0.31785895712510037
384,384,0.4,0.48,0.5,0.17,0.5,0.0,0.54,0.5,CYT,0.4357775613112623,0.4196566564973809,0.22423025673583571,2,0.38896570324175705,0.3952869979149854,0.4806015160699803,0.3437420721963997,0.31251585560720074,0.3437420721963997,0,0.3437420721963997,0.31251585560720074
385,385,0.58,0.48,0.56,0.1,0.5,0.0,0.46,0.25,NUC,0.29030810403975604,0.4074352390852353,0.18862989101399427,2,0.4251780870454163,0.3781840471906228,0.4706837018792205,0.3515814594458556,0.2968370811082887,0.3515814594458556,0,0.3515814594458556,0.2968370811082887
386,386,0.58,0.48,0.56,0.12,0.5,0.0,0.46,0.25,NUC,0.279727167829374,0.3879967954302318,0.1791394641899696,2,0.4245791899928972,0.3810112528068895,0.4695084239425647,0.35059540764070124,0.2988091847185974,0.35059540764070124,0,0.35059540764070124,0.2988091847185974
387,387,0.58,0.45,0.48,0.24,0.5,0.0,0.52,0.37,CYT,0.2664081752107149,0.2985769246455525,0.17156731810577705,2,0.41712168068477706,0.4039169267666629,0.45861855813712604,0.34217767944866506,0.3156446411026701,0.34217767944866506,0,0.34217767944866506,0.3156446411026701
388,388,0.58,0.41,0.51,0.26,0.5,0.0,0.51,0.37,CYT,0.30195032828365964,0.2861056015266279,0.17977609081217666,2,0.4068317922127662,0.4133292702434624,0.4596999759709242,0.3385257235615942,0.3229485528768116,0.3385257235615942,0,0.3385257235615942,0.3229485528768116
389,389,0.41,0.6,0.53,0.29,0.5,0.0,0.47,0.43,NUC,0.351101048070338,0.2996487216748709,0.230919968694572,2,0.40227679116924986,0.42351660120251017,0.4536479543581255,0.3344915918635219,0.3310168162729562,0.3344915918635219,0,0.3344915918635219,0.3310168162729562
390,390,0.69,0.5,0.49,0.42,0.5,0.0,0.49,0.22,MIT,0.23068249112040085,0.2141328695299924,0.3451657574822186,1,0.4401612977010643,0.4475064124058699,0.3925476688151237,0.3252222165997292,0.34955556680054145,0.3252222165997293,1,0.34955556680054145,0.3252222165997292
391,391,0.38,0.49,0.61,0.13,0.5,0.0,0.54,0.22,CYT,0.4122399895325392,0.3996718550204676,0.1624019872860342,2,0.38365287008938376,0.3885050988278139,0.4925402395043806,0.34640402894509814,0.30719194210980366,0.34640402894509814,0,0.34640402894509814,0.30719194210980366
392,392,0.6,0.48,0.44,0.52,0.5,0.0,0.54,0.63,NUC,0.5007795574243938,0.39476617990088936,0.504280099033546,1,0.3992806746486836,0.4439349276508993,0.3978854195324039,0.32115278295573074,0.3576944340885384,0.32115278295573074,1,0.3576944340885384,0.32115278295573074
393,393,0.47,0.49,0.63,0.17,0.5,0.0,0.31,0.26,NUC,0.3969490159939377,0.3866512127524659,0.2346996034798505,2,0.39889618569349466,0.4030251633392626,0.4691631657449544,0.3414640574038683,0.3170718851922636,0.3414640574038683,0,0.3414640574038683,0.3170718851922636
394,394,0.28,0.51,0.55,0.11,0.5,0.0,0.46,0.22,NUC,0.4776691704171921,0.4481818865820077,0.2112927580254076,2,0.377156187321284,0.3884430911166402,0.4922741634241672,0.34559532056674597,0.30880935886650807,0.34559532056674597,0,0.34559532056674597,0.30880935886650807
395,395,0.56,0.57,0.63,0.39,1.0,0.0,0.59,0.4,NUC,0.5842663360450792,0.5531662370509871,0.5901497720014329,1,0.3968656202263109,0.4094021129430615,0.39453754203140784,0.3295301822043513,0.3409396355912973,0.3295301822043513,1,0.3409396355912973,0.3295301822043513
396,396,0.21,0.38,0.49,0.16,0.5,0.0,0.51,0.45,CYT,0.6006321105780639,0.4967391151884931,0.29449506001470616,2,0.3570496297728199,0.3961400405446674,0.4849335356512065,0.340023982009637,0.3199520359807261,0.340023982009637,0,0.340023982009637,0.3199520359807261
397,397,0.46,0.57,0.57,0.15,0.5,0.0,0.52,0.26,NUC,0.2970390882168409,0.3606567314913329,0.1471610314873943,2,0.41056470927071415,0.3852590281490821,0.4769499737005088,0.34865376115838603,0.3026924776832279,0.34865376115838603,0,0.34865376115838603,0.3026924776832279
398,398,0.43,0.42,0.54,0.22,0.5,0.0,0.57,0.33,NUC,0.3801658263772935,0.3131627772083316,0.09799057917366506,2,0.37110875822882206,0.39682612707313547,0.4920943250588271,0.34253296518438964,0.3149340696312208,0.34253296518438964,0,0.34253296518438964,0.3149340696312208
399,399,0.57,0.59,0.5,0.58,0.5,0.0,0.53,0.22,MIT,0.3541873208979345,0.16026553801704796,0.4333043201526232,1,0.4034545447643611,0.4897943513387904,0.3727644913419721,0.3065603586044145,0.38687928279117106,0.3065603586044145,1,0.38687928279117106,0.3065603586044145
400,400,0.48,0.34,0.47,0.14,0.5,0.0,0.47,0.26,CYT,0.4035468103552177,0.3940677053519917,0.1431678416218752,2,0.3819966327586132,0.3856348351606668,0.4956107114085536,0.34736306249453225,0.30527387501093545,0.34736306249453225,0,0.34736306249453225,0.30527387501093545
401,401,0.35,0.4,0.53,0.18,0.5,0.0,0.42,0.38,CYT,0.4698776007161011,0.3868048394893278,0.16388401399228136,2,0.36600397011332336,0.3977075522594197,0.4970237279795198,0.34227158233725274,0.31545683532549434,0.34227158233725274,0,0.34227158233725274,0.31545683532549434
402,402,0.47,0.45,0.53,0.62,0.5,0.0,0.46,0.22,MIT,0.4811316861117619,0.14436454241698826,0.4315829466504068,1,0.3631344567781125,0.5085381888867802,0.38158052741707466,0.2971127463271462,0.40577450734570764,0.2971127463271462,1,0.40577450734570764,0.2971127463271462
403,403,0.53,0.43,0.47,0.15,0.5,0.0,0.58,0.22,CYT,0.311521939129219,0.3729878612457491,0.1518843502405223,2,0.4085596314838684,0.3842033455898254,0.4792754427706371,0.348981233744165,0.3020375325116699,0.348981233744165,0,0.348981233744165,0.3020375325116699
404,404,0.46,0.45,0.56,0.16,0.5,0.0,0.56,0.22,CYT,0.3503169221663282,0.3533352897597681,0.1129247250225192,2,0.3871188666163493,0.3859521612331816,0.4908428384299737,0.3473186458626006,0.30536270827479894,0.3473186458626006,0,0.3473186458626006,0.30536270827479894
405,405,0.44,0.42,0.62,0.14,0.5,0.0,0.55,0.37,NUC,0.4223840045810831,0.3994878382028324,0.16314844491926914,2,0.3808080467810031,0.3896276737083944,0.49350401450798204,0.3458677803537832,0.3082644392924337,0.3458677803537832,0,0.3458677803537832,0.3082644392924337
406,406,0.37,0.34,0.58,0.24,0.5,0.0,0.44,0.18,NUC,0.4817334858981067,0.3439897734592138,0.19954167850763985,2,0.3643153432202619,0.4181179344480727,0.4830941815544539,0.33480487467855663,0.3303902506428867,0.33480487467855663,0,0.33480487467855663,0.3303902506428867
407,407,0.37,0.34,0.58,0.24,0.5,0.0,0.44,0.18,NUC,0.4817334858981067,0.3439897734592138,0.19954167850763985,2,0.3643153432202619,0.4181179344480727,0.4830941815544539,0.33480487467855663,0.3303902506428867,0.33480487467855663,0,0.33480487467855663,0.3303902506428867
408,408,0.39,0.39,0.55,0.52,0.5,0.0,0.37,0.16,NUC,0.5180039674941217,0.2204592878012958,0.3814231032630845,1,0.3607246030148687,0.4857331865880162,0.41351577302256937,0.3072446910807098,0.3855106178385804,0.3072446910807098,1,0.3855106178385804,0.3072446910807098
409,409,0.39,0.39,0.55,0.52,0.5,0.0,0.37,0.16,NUC,0.5180039674941217,0.2204592878012958,0.3814231032630845,1,0.3607246030148687,0.4857331865880162,0.41351577302256937,0.3072446910807098,0.3855106178385804,0.3072446910807098,1,0.3855106178385804,0.3072446910807098
410,410,0.48,0.46,0.38,0.29,0.5,0.0,0.53,0.22,ME3,0.3035723843359796,0.2649808419442104,0.1781840028704467,2,0.4034441703472211,0.41931803150375696,0.4573397253124117,0.33621693608690423,0.32756612782619143,0.33621693608690423,0,0.33621693608690423,0.32756612782619143
411,411,0.48,0.57,0.5,0.09,0.5,0.0,0.52,0.42,NUC,0.3355194715945757,0.4446474077127832,0.21253191845052008,2,0.4195055027206704,0.3761352202391592,0.4744063326245208,0.35192075420146585,0.2961584915970683,0.35192075420146585,0,0.35192075420146585,0.2961584915970683
412,412,0.61,0.57,0.45,0.21,0.5,0.0,0.5,0.42,NUC,0.21286860230315885,0.3619792317861917,0.2526248920912621,0,0.4532477423401332,0.390461057303534,0.43558178695506333,0.34739156943941146,0.3052168611211772,0.3473915694394114,0,0.34739156943941146,0.3052168611211772
413,413,0.56,0.44,0.56,0.19,0.5,0.0,0.54,0.22,CYT,0.2892160413234869,0.3259645468653742,0.15327662066833073,2,0.4103121365196705,0.3955074694380261,0.4700587088216494,0.3450058031175072,0.30998839376498555,0.3450058031175072,0,0.3450058031175072,0.30998839376498555
414,414,0.51,0.63,0.3,0.35,0.5,0.0,0.53,0.27,ME3,0.25765411812394245,0.3071838300122455,0.3221492954331765,0,0.4433221221884453,0.4218994147882316,0.4156325042651675,0.3353054285642174,0.3293891428715653,0.3353054285642174,0,0.3353054285642174,0.3293891428715653
415,415,0.53,0.68,0.34,0.42,0.5,0.0,0.54,0.27,ME3,0.2578454473579334,0.2825332594154077,0.3732008679854071,0,0.4460400585017714,0.43516312169452215,0.3974437221713024,0.3298345223811375,0.3403309552377251,0.3298345223811375,1,0.3403309552377251,0.3298345223811375
416,416,0.37,0.22,0.64,0.35,0.5,0.0,0.47,0.22,NUC,0.5844128543352324,0.3578699834141374,0.3246691410530851,2,0.3525805336393278,0.442226383713096,0.4571551242482586,0.32338666468366234,0.3532266706326753,0.32338666468366234,1,0.3532266706326753,0.32338666468366234
417,417,0.51,0.48,0.58,0.22,0.5,0.0,0.5,0.28,NUC,0.28950600473566546,0.2825866924579521,0.10773707040250406,2,0.39573652234513773,0.39848424212586814,0.47462146784460707,0.34297329014709654,0.3140534197058069,0.34297329014709654,0,0.34297329014709654,0.3140534197058069
